x,y,y_salted_small,y_salted_medium,y_salted_large
44.0,88.0,89.55398338745646,74.96989571497778,72.21030151982924
45.0,90.0,89.9531933027919,82.23957804968353,60.78818307805614
46.0,92.0,93.74215575739007,111.43517781290043,83.37607960110398
47.0,94.0,97.98864614942461,112.68290382261088,72.33161176030303
48.0,96.0,100.85834482095613,99.03256658026851,109.12133468360844
49.0,98.0,100.82883678973114,90.54018709766117,89.49547269370666
50.0,100.0,100.22982886171775,98.01124850174101,71.8113647116112
51.0,102.0,98.3775032291867,85.05420207797717,108.73768315712633
52.0,104.0,102.43945280030181,84.36413576342812,97.98565860178495
53.0,106.0,101.72640505437788,99.96472018017774,56.49231587370596
54.0,108.0,112.83735357217908,112.07626277597451,105.53431787716623
55.0,110.0,111.55563874126403,90.0209309711554,152.59078575307421
56.0,112.0,112.13546930217126,126.62314842898456,90.64021645428372
57.0,114.0,116.28092972142764,118.98946868887379,160.0429810380114
58.0,116.0,116.61289169186796,118.78237695430815,148.41262902055456
59.0,118.0,116.17241129586257,112.49262300201548,112.75049066134211
60.0,120.0,116.91416081613815,107.97500238746292,82.83807940378139
61.0,122.0,122.69419850975281,103.25033087972736,155.35601142845613
62.0,124.0,125.82721621964127,137.4925679349673,101.53192600364535
63.0,126.0,124.43491499788152,114.6377519595243,82.45922040271488
64.0,128.0,126.90984192238635,143.41088293754171,95.37215912778969
65.0,130.0,126.32758906269974,147.66528098999476,101.7756449924755
66.0,132.0,128.61378265529544,117.43849931914947,154.9541585756312
67.0,134.0,138.84806349408325,117.67274049214834,89.84469191904225
68.0,136.0,132.4487247011184,123.46641911443353,118.3791645449289
69.0,138.0,139.8330999391154,155.71187361954247,155.40676675795459
70.0,140.0,139.6422191215636,129.62124511664388,107.57418493087933
71.0,142.0,137.11527294162877,155.65402614859795,168.8055187719734
72.0,144.0,143.1883431882262,152.997047428118,133.4692095874512
73.0,146.0,143.81787398823516,155.76090847008174,173.4056737916327
74.0,148.0,151.7331325963839,153.1470287203882,110.19838928478134
75.0,150.0,145.71946208945505,161.42821108831413,133.1626773664448
76.0,152.0,147.60805614946239,132.42488579673952,152.25222522221506
77.0,154.0,157.25822337995808,147.06269100611482,128.68850125636843
78.0,156.0,153.77720739813793,145.32291207278718,159.33258075715167
79.0,158.0,157.5185333350431,166.96565291503347,130.4165589358616
80.0,160.0,157.38645110011697,153.37971619642036,155.63312719368776
81.0,162.0,162.7873549629801,179.4276364686861,113.20364915909549
82.0,164.0,160.964151786594,174.72020177679946,213.40457355486677
83.0,166.0,168.19145741718975,171.12312902710846,141.78133488718598
84.0,168.0,164.6878103826111,184.91449426241542,185.92347708016814
85.0,170.0,167.57671555412344,180.83827734125035,134.18413298472615
86.0,172.0,174.15712272561262,165.04616334028023,219.26024452896598
87.0,174.0,170.5605350217917,167.451560403603,182.37545776702765
88.0,176.0,171.0536188285493,189.48363278678568,133.3681288467685
89.0,178.0,175.81406037963177,166.17504724008205,180.9402563759052
90.0,180.0,178.2658409113263,165.04740886750238,224.76005961151432
91.0,182.0,184.6923624862702,172.98506145972482,139.52908452724958
92.0,184.0,184.45642709235707,169.6300847559976,170.11117896378397
93.0,186.0,183.75206646382244,167.93352966383736,159.77257300017908
94.0,188.0,184.67668334934416,185.80117130483035,213.166401121099
95.0,190.0,185.24447928358967,176.01791567865433,168.12628731960336
96.0,192.0,196.12221235189182,186.8350982752586,217.92625950320854
97.0,194.0,192.95950832678636,206.25616616721592,161.47963512448456
98.0,196.0,200.19062143451615,211.63348834750104,226.75026908384956
99.0,198.0,195.77663516186956,206.69637692464045,239.73189515676887
100.0,200.0,200.96369932340002,193.24230466917655,191.21207480837163
101.0,202.0,201.7527185443439,220.79673737587206,239.7045211721137
102.0,204.0,204.49994925919074,194.53610264626053,250.65923844234243
103.0,206.0,202.68505818629663,188.82251432830637,216.95994374186694
104.0,208.0,204.89094521291085,214.97562759791435,233.8047629770038
105.0,210.0,208.81825683113226,200.88123560774918,239.0087188392282
106.0,212.0,210.00232258193597,204.33672784689873,203.576800677573
107.0,214.0,209.04506560006533,214.58762997153593,196.1225908081068
108.0,216.0,218.87680747111085,222.52830438766182,167.0845434861029
109.0,218.0,216.75841846430862,213.12406891613492,219.0814324024143
110.0,220.0,221.70571440621092,228.01013509694909,229.0665594115415
111.0,222.0,220.9618099722781,236.0230940149345,229.655534747921
112.0,224.0,223.45374818445345,239.2081290909381,187.65482822943193
113.0,226.0,226.69941265985625,237.1038451077731,275.8869271969461
114.0,228.0,231.12046102934136,231.40031534057496,200.73296892307079
115.0,230.0,226.03090500701427,247.77674292823156,205.14790231364594
116.0,232.0,228.30475888579616,232.88183503202,195.5477858056572
117.0,234.0,238.1977437806456,239.89828846392692,261.8220493617946
118.0,236.0,236.36466042630158,255.25679641308776,245.44359740245974
119.0,238.0,235.20013177837058,245.39332317102318,220.01165503134607
120.0,240.0,239.78500988386278,229.269351233102,198.46109864460328
121.0,242.0,241.46353657150655,229.22317488196688,255.1006065552275
122.0,244.0,241.22675433623252,234.87100785807718,251.84622742869536
123.0,246.0,245.7003749612509,261.59773906445605,249.90757420786855
124.0,248.0,244.5721655653804,236.796480832751,223.9564855222433
125.0,250.0,251.3902436962666,242.61545964614245,223.60082223072368
126.0,252.0,248.63421144005778,268.7313857544116,266.27733897562644
127.0,254.0,253.7783947481929,250.1502179766158,265.0019253367844
128.0,256.0,260.1921278402165,263.52234788285085,279.8512874569931
129.0,258.0,255.03838040761426,276.5461036475182,270.30656583560534
130.0,260.0,258.86980070959476,256.4987459173786,284.896778920386
131.0,262.0,261.7159943398511,262.66277917108926,300.9599296180355
132.0,264.0,262.90330184340775,255.91579777189665,233.21024598724063
133.0,266.0,266.06663350369104,274.54339933043383,236.24266892633557
134.0,268.0,269.9570255120761,260.236229472416,229.49679643551556
135.0,270.0,274.05959174363767,288.33673375104314,241.28918915933005
136.0,272.0,270.3463067245091,277.2627176235418,230.39531737551908
137.0,274.0,271.1368951799164,277.3529326441835,272.44911085522665
138.0,276.0,276.90386710696447,295.21098423446307,244.92179691084866
139.0,278.0,273.1111610754671,259.9012441857892,314.2282753786767
140.0,280.0,280.47737760901936,270.24408795319164,254.5572504706133
141.0,282.0,284.5404751825686,290.85560360902684,275.05838065762913
142.0,284.0,287.9490622644779,287.7175163035311,278.3985241123221
143.0,286.0,283.54596175570936,271.10327942481223,250.83270180948708
144.0,288.0,289.60254063916585,273.73235688614346,312.7533178846411
145.0,290.0,288.2009471101032,308.91046470885493,306.9349387600124
146.0,292.0,289.597720572865,287.2554760311087,295.3146231192838
147.0,294.0,290.52442541244613,281.9196251223649,291.2425016654275
148.0,296.0,300.8159638249079,308.11157090223816,262.551467901907
149.0,298.0,294.8047882792071,278.4844248511733,305.6050897825017
150.0,300.0,298.0631626004036,289.02746962970855,252.0968231418592
151.0,302.0,304.8550233802111,307.23191344329024,263.32274679176487
152.0,304.0,299.8197181886662,306.43448514514995,327.5318915615244
153.0,306.0,302.0941792123118,293.3762072243348,300.35026948598085
154.0,308.0,312.7494408691507,290.1052615252746,284.82829619448216
155.0,310.0,312.6418940497074,293.02595667631726,291.95027104941073
156.0,312.0,307.9635113188275,330.4877018223164,312.52280363420783
157.0,314.0,316.32702212044103,310.53723235961263,331.3561502574656
158.0,316.0,317.6140795107134,308.74559494835705,282.10795322975804
159.0,318.0,315.4154573606282,301.2469617214366,328.17698517740797
160.0,320.0,322.3917856630421,311.3436928838735,312.7080000260782
161.0,322.0,322.56745574781746,319.4374309561504,280.70457664677485
162.0,324.0,328.64315294408806,321.2196184900653,292.3928138602384
163.0,326.0,329.9962011680376,330.2625548698405,315.33214456217684
164.0,328.0,330.4218947717845,333.23638042394197,315.9195624254145
165.0,330.0,328.81583118026924,320.11930600472976,288.76483498760314
166.0,332.0,330.2508949510704,334.15276528047826,369.67777605692567
167.0,334.0,335.28127600263355,332.4558079545917,333.8329691940397
168.0,336.0,339.70090936570944,317.60475184940833,324.4798383946024
169.0,338.0,340.0203279617085,319.5288431662971,340.1853238313318
170.0,340.0,340.18361379893963,352.7547150348644,386.855481800728
171.0,342.0,345.7704850589268,353.790809711844,388.055073200014
172.0,344.0,347.29992429409805,340.9068078043635,371.88260312463643
173.0,346.0,346.7330894944754,358.4072314325909,361.20618770162326
174.0,348.0,351.4627630292396,346.4518847450996,343.46216594877865
175.0,350.0,348.96271596079004,332.26362164050346,317.0711666909098
176.0,352.0,349.70357070376366,335.31395230052084,380.4041181442531
177.0,354.0,351.5819559723044,372.4726263892526,374.40804263270536
178.0,356.0,351.0445962456868,373.31772577286716,363.75374171904275
179.0,358.0,355.7558056820536,352.97176969245174,326.3985480684019
180.0,360.0,361.6387613553321,375.6537370812738,398.4105589635909
181.0,362.0,364.8245824398844,351.81651910043104,408.2814314244006
182.0,364.0,368.20391650143654,363.3288867703689,322.16958489805967
183.0,366.0,369.6722910842888,347.1057452093463,350.1028807638672
184.0,368.0,364.86053410362365,348.9767046825966,370.6790683994735
185.0,370.0,368.0349282778414,351.38459023229,357.14616807773143
186.0,372.0,371.1670018049782,357.85814765430183,346.2298311414726
187.0,374.0,372.11044373118585,380.48628369067865,361.68787112303477
188.0,376.0,378.37417259309746,374.8808648261145,331.47549027482466
189.0,378.0,382.4428106558836,383.1072213982172,331.9693091698204
190.0,380.0,378.2238724217154,378.94781104370975,331.7751910913668
191.0,382.0,386.8844457711052,364.3415237963312,358.15742088450384
192.0,384.0,379.1216254679733,375.23516357836485,368.43258821358717
193.0,386.0,385.60541293162123,366.69018192299256,434.52496107302534
194.0,388.0,389.4426427792466,396.79007633154646,362.1966845370637
195.0,390.0,388.06951556702984,396.83844337322734,344.4688568445223
196.0,392.0,396.89656459971906,401.2011224122935,385.4483651433176
197.0,394.0,396.9353489697155,411.27128113671836,426.1087090074223
198.0,396.0,397.188774613783,397.47371537337847,351.91585493240393
199.0,398.0,400.60724246267375,408.45329637145244,445.302953776016
200.0,400.0,399.17625475487944,393.4596188191111,394.87488295350056
201.0,402.0,399.1430802855251,384.0941199533204,447.66394620298996
202.0,404.0,407.9196322320875,405.4391927464756,434.8644141689379
203.0,406.0,403.2533449693253,417.58607229159537,367.65837688430355
204.0,408.0,410.6697332862732,418.30761044939294,393.19371022637705
205.0,410.0,408.87219175040855,395.0453764219886,380.6969707323479
206.0,412.0,414.1798142481534,406.2171734183567,391.0754584176033
207.0,414.0,418.2645242500051,424.89432371434174,431.2353285404092
208.0,416.0,418.68062732407685,407.79740951893695,420.1749957540287
209.0,418.0,415.71423187462955,407.34737717162307,417.7521743787537
210.0,420.0,424.36531661893014,404.90819905054866,448.73676013033594
211.0,422.0,421.7230250981414,425.64201935857545,373.9050960168441
212.0,424.0,428.8692666761579,436.34892439182727,469.19284885506477
213.0,426.0,424.3855259882324,434.89299728285545,437.4882404481889
214.0,428.0,428.65465986103374,424.4940897229917,415.16984664172304
215.0,430.0,432.58698808598996,438.92938297563603,426.7693243961617
216.0,432.0,436.6725730864436,429.2731038306148,405.9205783256605
217.0,434.0,430.1315772054712,425.655289890901,452.54076177051843
218.0,436.0,432.522689725587,455.454469343205,478.18690535133965
219.0,438.0,437.43161139315424,440.99000261331383,437.39480622024485
220.0,440.0,437.50153927255667,440.40262790407434,464.055055986078
221.0,442.0,442.39536941050176,438.29950864050676,418.3762516657903
222.0,444.0,444.4578401095151,454.2946172859898,479.14082591552244
223.0,446.0,441.41060681809995,446.8117962662015,400.7666505487011
224.0,448.0,443.88493862319814,456.53370167571154,420.0202860052461
225.0,450.0,446.4440920521221,455.570525027149,458.2370093068294
226.0,452.0,451.89622660852143,453.47365344500776,490.7219787190687
227.0,454.0,454.21938230263515,470.15875171729056,435.3347005148105
228.0,456.0,459.96423290315005,445.64062177291675,503.77604339203594
229.0,458.0,456.99450919366797,463.22396210688333,473.0458955023135
230.0,460.0,458.9660124621026,448.8548909207586,436.1685601367815
231.0,462.0,462.78083635579316,466.6406310622476,416.2351011042675
232.0,464.0,463.168474216569,463.8326029495076,479.90818976219725
233.0,466.0,461.9103972659062,457.2146571001601,465.78452064563453
234.0,468.0,471.403073287693,453.18298697214993,462.04570095689377
235.0,470.0,470.001604324098,467.798204925153,449.35098369595084
236.0,472.0,469.5093261352433,472.78015213381667,432.1031277558931
237.0,474.0,477.7661804451689,464.5513864650412,517.377980190299
238.0,476.0,477.9540583624446,465.22535001379765,524.111748720897
239.0,478.0,481.26104864552565,466.24182288035,438.3332101957372
240.0,480.0,482.735156860648,494.8461011355933,504.9095490714886
241.0,482.0,482.479096098764,474.67211542282644,505.5136877206968
242.0,484.0,483.7255305132904,464.0980611279482,465.0284449964551
243.0,486.0,487.2972393659225,492.7015027142783,462.034190648228
244.0,488.0,488.56948425893887,487.4142204049998,499.36647196063177
245.0,490.0,493.3079218776204,498.3893160399359,459.09152236446494
246.0,492.0,489.2679397789283,496.92939165429226,453.78496976981876
247.0,494.0,493.8436231168934,495.4169827463428,542.0148184266183
248.0,496.0,493.4328838018811,490.91614036032024,483.6273495419227
249.0,498.0,501.29950703443666,480.40023870817936,489.14689247782735
250.0,500.0,499.7007683257873,485.3967974313117,519.6941841144807
251.0,502.0,504.7470320294881,490.61653530711266,538.8665743591927
252.0,504.0,502.40879230404914,516.815131245791,466.13574702454713
253.0,506.0,505.735044347047,489.05231572104617,532.1079785316196
254.0,508.0,510.8902576034959,492.806105389869,548.6825531591063
255.0,510.0,506.36213883742676,519.9036205405913,472.04789654685095
256.0,512.0,513.7624777524145,492.3130949279212,487.20895591646905
257.0,514.0,514.2862293079131,533.4991989103211,483.14284680362465
258.0,516.0,514.5837114442655,508.26438169188043,516.3336554475464
259.0,518.0,516.769414299596,506.190788952372,510.7659618869719
260.0,520.0,517.0587645039906,527.8049394426614,515.0616221096138
261.0,522.0,526.437153179508,513.5782383014534,486.12175844636755
262.0,524.0,521.4844458437736,518.1308416085272,510.7583620064627
263.0,526.0,523.803101455173,544.3905512139524,533.1420113895915
264.0,528.0,528.8479367611274,541.1123192012417,484.35227613750095
265.0,530.0,529.2609792249008,511.68553003837303,482.36439616438855
266.0,532.0,530.5190287006665,547.3129021537975,548.8530951826581
267.0,534.0,531.0026659132652,536.3932437288031,497.48043369472913
268.0,536.0,534.0005708097091,539.2865382980165,489.261450169815
269.0,538.0,535.8611577971494,528.6199666363073,502.86142954304466
270.0,540.0,544.003542593407,544.1073609274019,511.87085390704954
271.0,542.0,540.4156456019662,541.9322253877473,512.9188120201097
272.0,544.0,542.0708707051331,544.2782158420372,538.9108012498439
273.0,546.0,547.695133642196,526.8130300180825,518.0541962919069
274.0,548.0,552.058167821514,532.1694458197869,520.4679676591705
275.0,550.0,545.6817654359896,567.757073400032,537.0682044893896
276.0,552.0,556.5544169216138,533.0291453587912,600.6085037678
277.0,554.0,552.5942090464956,554.5564045975005,535.5259593619671
278.0,556.0,555.4494734383302,561.8253156943044,535.5028100846939
279.0,558.0,558.0176452718989,557.1057301724042,565.4599114402231
280.0,560.0,560.5800588021897,565.5495711698501,595.9568892673104
281.0,562.0,560.5764208813863,543.784766869863,559.102621961396
282.0,564.0,564.0573724255564,580.3264041359887,608.8510320139374
283.0,566.0,561.5983727742315,549.7868926336172,611.6970900350178
284.0,568.0,565.4370138977176,576.3019301460437,576.2841517235514
285.0,570.0,569.5200018378313,581.6664451876014,592.8803805335153
286.0,572.0,568.3687835899951,566.7768088965319,618.3650837277235
287.0,574.0,573.3966764986799,560.254225857978,608.1665246630624
288.0,576.0,578.3870663070076,584.7199160842318,587.1626823625533
289.0,578.0,582.4231922330096,572.6999528075627,590.5922896311458
290.0,580.0,583.79261486477,582.3477304263163,602.8441350775929
291.0,582.0,585.7923782277458,586.874310755508,584.9979358430663
292.0,584.0,583.4480771587224,579.9495388285432,536.9523691213893
293.0,586.0,587.3218762714243,593.209685452308,614.4952617659821
294.0,588.0,592.1707602892486,570.0257979741699,566.4937698146434
295.0,590.0,588.2042634307795,600.1605473238805,609.6652675588582
296.0,592.0,593.2588599327934,572.9066520706053,611.3580366817794
297.0,594.0,589.9697157392117,574.0794345140589,578.603562674903
298.0,596.0,591.6273898983059,600.5249124757418,547.8430853297315
299.0,598.0,596.6234570968783,601.0655293064,591.2063527218038
300.0,600.0,601.7467905757157,605.5032596074756,624.9159065189422
301.0,602.0,598.1061622355153,590.2576240050546,608.6143507742546
302.0,604.0,604.8538775250512,602.1240664806396,645.4501514236836
303.0,606.0,607.2418492223239,612.4947426755602,571.4944541897396
304.0,608.0,606.1183563612227,622.4026938799982,571.124798264804
305.0,610.0,614.545927572698,627.0135396541397,655.2654232117204
306.0,612.0,607.0692987290028,592.0763928165072,661.9650182275701
307.0,614.0,612.3710653209586,608.024744657348,641.3271820257997
308.0,616.0,612.6791750886919,604.9215888216557,625.6135459021406
309.0,618.0,614.4191977460971,633.1190985840814,649.1347614193882
310.0,620.0,618.2265058783239,605.8675325778254,669.2328032247432
311.0,622.0,623.5369281285499,611.3792764653529,631.3053022496432
312.0,624.0,624.1638427116299,639.7043907546841,671.2868706821565
313.0,626.0,629.6750781551656,640.0760400997212,583.0360785192466
314.0,628.0,629.551365486322,617.9842004146894,610.1075890894058
315.0,630.0,628.0113171745885,638.5371033819436,636.5560318624852
316.0,632.0,636.6172962749616,646.553935281883,650.8177938167792
317.0,634.0,631.4314620646031,644.2037152508278,653.1840866423612
318.0,636.0,632.2078209507292,643.9866462167904,637.5112317346792
319.0,638.0,641.1077755299154,641.4156661309365,640.3123910328482
320.0,640.0,641.4182075794355,640.3094596105473,610.1553713618675
321.0,642.0,637.9127125798404,654.847981166583,682.1976748593111
322.0,644.0,645.7740238064596,628.5615432984418,648.009394161701
323.0,646.0,647.3191780392555,627.8949504827674,604.192260158007
324.0,648.0,652.7712515822651,650.9212207576664,676.8923788710003
325.0,650.0,652.5622616866372,647.167009066592,685.778817657708
326.0,652.0,656.2948508789906,657.8646073345602,695.7904233487103
327.0,654.0,658.8152147323714,637.5162918236131,692.7277778219401
328.0,656.0,652.9189189068991,653.8786899620416,619.3883244528278
329.0,658.0,653.4504201716293,641.8951191582531,630.5494948974208
330.0,660.0,657.9437085154395,646.8451022815055,673.4209940490698
331.0,662.0,659.94441350059,645.5111387330257,696.2778017187502
332.0,664.0,666.4348738063197,669.9071311122791,656.4689509779042
333.0,666.0,661.3184050969619,647.1810982871289,663.0484264034015
334.0,668.0,668.7815972141207,663.3771745013486,618.1156730233599
335.0,670.0,671.1998574914046,669.885131868572,709.9131208440139
336.0,672.0,671.2596855825838,658.3551674116079,633.3242013534493
337.0,674.0,669.5077929730273,659.0427257549443,669.2840361319381
338.0,676.0,679.7439919285897,660.9057827738934,646.4958917072216
339.0,678.0,675.6097306944214,687.1031305884103,716.196193584063
340.0,680.0,677.6260863867145,672.9537500813485,646.9023309061841
341.0,682.0,684.6203031172832,687.1745793627096,650.5094984182082
342.0,684.0,686.8161704857278,679.9478002230106,636.9270683490013
343.0,686.0,684.7032546486672,701.4911756522629,706.9841960594661
344.0,688.0,686.6947426834033,691.6347698269786,693.6487321656027
345.0,690.0,692.0360295539109,691.7915024372436,674.0303025561298
346.0,692.0,689.3752010388012,706.1716752641532,666.5108756859827
347.0,694.0,690.0795492031434,701.791654075552,663.4661771801063
348.0,696.0,698.5828504536481,693.8553489664058,723.863709743168
349.0,698.0,695.3889348398626,704.8853976632021,677.8743007100315
350.0,700.0,702.881874656264,698.9118536904225,669.6730220039941
351.0,702.0,700.1713965855179,715.3782593245005,694.6021894597981
352.0,704.0,704.51669405189,699.3816797499767,720.2543342202927
353.0,706.0,703.7566223687376,705.718364376526,675.0487121842638
354.0,708.0,711.498454138399,708.856974610578,717.0250651762327
355.0,710.0,710.0478389901675,696.4576599073431,711.9642621177434
356.0,712.0,710.0756397209605,721.7440663247622,673.4311684448492
357.0,714.0,714.667115600968,705.5704742962735,716.8781263379276
358.0,716.0,715.7881793266927,727.2836698627823,716.7921923107494
359.0,718.0,715.0389996587714,719.1550793886829,693.6861215914021
360.0,720.0,715.9188545812461,727.5826686503549,704.1515578382425
361.0,722.0,725.0585634946592,730.7058283391215,735.5620070541826
362.0,724.0,722.4200544136237,711.5906000830971,716.587063822584
363.0,726.0,726.5934639405727,729.701329012545,761.8106159882883
364.0,728.0,728.997382487402,729.8612279793476,681.0368656682799
365.0,730.0,726.0485030383893,735.2158057588556,693.6098427396174
366.0,732.0,736.7575181452706,713.0201829943221,730.6731990418128
367.0,734.0,731.0930151192327,744.009130461817,765.780795667504
368.0,736.0,731.0530241871818,718.4338962702597,703.2918753552838
369.0,738.0,740.7775113699128,726.8437732749253,722.2065020273625
370.0,740.0,735.3521754057647,752.3382785121688,737.0995789722116
371.0,742.0,739.351467676166,737.7468804121621,730.1526627648551
372.0,744.0,742.1918049789465,725.7080715302258,760.630310999569
373.0,746.0,747.6877799967048,749.0908093393965,731.8299624303799
374.0,748.0,743.6938483321137,767.874896902471,780.2014928227551
375.0,750.0,746.2138006271197,765.5883243638923,786.8146326907603
376.0,752.0,755.4936371057016,738.1539899115855,747.161266474844
377.0,754.0,754.3803507582926,751.8473072434109,726.588086566034
378.0,756.0,755.0857807208248,757.7118339765227,776.9508872446271
379.0,758.0,756.0487387974512,744.6369283319809,771.080751927951
380.0,760.0,763.9811170077268,756.1696051278185,792.4170665574502
381.0,762.0,759.6654529322312,760.4906587271977,748.7606474589311
382.0,764.0,759.2189122299335,753.9359247549853,760.5027681436256
383.0,766.0,770.9923897473645,764.0940245993489,716.9817871838546
384.0,768.0,763.8192176762802,755.3171263482003,781.0038939399323
385.0,770.0,773.5785868454338,759.8345013011099,721.9273314545937
386.0,772.0,773.9117107210885,781.7594288027034,801.0225246994901
387.0,774.0,774.5524936363332,779.060145338285,739.9103025297404
388.0,776.0,777.3539749999591,771.2053661796688,762.5322709888636
389.0,778.0,776.9807006325356,784.5103508578738,749.8320176551786
390.0,780.0,780.5621352720742,789.9418766021049,822.4922611894224
391.0,782.0,783.6222972292173,790.9292662051765,744.4828913043731
392.0,784.0,786.5220848339773,778.2999011828651,805.5353054505796
393.0,786.0,783.8940096415191,771.3077356264228,763.7780840975037
394.0,788.0,783.1258758237566,771.3305186797736,784.6825608805643
395.0,790.0,787.0800150876637,790.1559693592872,742.0647507880097
396.0,792.0,791.2746622508513,779.7008249499604,823.008341502504
397.0,794.0,790.945713169038,781.6942678227468,793.8691271168001
398.0,796.0,791.8900983725085,803.4693175964883,821.8393560289447
399.0,798.0,798.9642985078784,799.2458971145525,805.8588172160145
400.0,800.0,798.9572416108329,810.4357074367588,793.0044908368626
401.0,802.0,799.2000656473308,804.1824080750117,768.803915536775
402.0,804.0,806.9544951749916,809.1092615957324,823.8738625800627
403.0,806.0,808.7180804625535,824.6401176377767,831.7937195803628
404.0,808.0,809.0744206392967,821.0731811402538,815.3962501919511
405.0,810.0,814.2549576112197,816.4049715929532,825.2039871651746
406.0,812.0,812.1615265049979,825.0855617159375,811.9568381373103
407.0,814.0,810.1826201149987,805.7343964074203,810.6518420002571
408.0,816.0,813.541385090066,811.4703834555021,785.464217747481
409.0,818.0,820.7623766090453,805.7067584882682,830.5968214476881
410.0,820.0,818.2353145875895,835.4101323721474,798.4066820145708
411.0,822.0,824.900524605659,817.5946433913615,850.9607764276391
412.0,824.0,825.3858740328761,806.2253028810024,826.3997355097425
413.0,826.0,827.5028064721571,814.7549909157294,794.1970203341798
414.0,828.0,824.0937229079092,810.560548071547,830.6241793034255
415.0,830.0,833.8509787652206,841.0001166237731,823.1285774133933
416.0,832.0,828.9129773602485,823.9128844041254,806.1089666683788
417.0,834.0,838.8018397109877,835.1165532856626,856.5225171590441
418.0,836.0,837.6907454163478,819.8294965106502,800.5649864326646
419.0,838.0,834.9923647373602,839.2663074645219,823.135121596103
420.0,840.0,841.5814811177447,851.4415660570788,868.8818309879032
421.0,842.0,837.4229704057842,836.9453461802817,812.6523035058193
422.0,844.0,842.3263937366293,827.231550013152,854.8542294055337
423.0,846.0,841.9269067741737,835.8697046169767,878.7990361070628
424.0,848.0,852.2643125404464,832.8747240238279,839.5398848060888
425.0,850.0,853.1037486592144,836.8683839614946,834.5767341720054
426.0,852.0,851.128858929898,843.8468930416287,866.1358616102384
427.0,854.0,851.6289342316142,850.2169831654853,843.2216198460544
428.0,856.0,852.1769518489543,858.8193323700125,806.603081752044
429.0,858.0,859.6231679218549,868.8545599877974,815.6109989122959
430.0,860.0,861.3687980389938,850.6144638166838,823.6127043215391
431.0,862.0,866.49280015949,880.9714448446385,838.4662152436507
432.0,864.0,863.5565197529503,857.9919287040199,861.8161161581355
433.0,866.0,861.6963738049404,874.2953338516162,864.2368604589968
434.0,868.0,871.4081745003119,885.4697672737677,869.971411469063
435.0,870.0,867.9584563352552,867.1698758108604,827.863549493906
436.0,872.0,867.16056860855,866.8298243581932,866.0508212387903
437.0,874.0,871.0884734154906,867.721907269633,826.0073169623896
438.0,876.0,876.4161591584945,867.3554322317057,852.999814909849
