Start Value:1.0
End Value:200001.0
Interval:50.0
Fixed Side:204.0

variableSide,hypotenuse
5901.00,5904.53
5951.00,5954.50
6001.00,6004.47
6051.00,6054.44
6101.00,6104.41
6151.00,6154.38
6201.00,6204.35
6251.00,6254.33
6301.00,6304.30
6351.00,6354.28
6401.00,6404.25
6451.00,6454.22
6501.00,6504.20
6551.00,6554.18
6601.00,6604.15
6651.00,6654.13
6701.00,6704.10
6751.00,6754.08
6801.00,6804.06
6851.00,6854.04
6901.00,6904.01
6951.00,6953.99
7001.00,7003.97
7051.00,7053.95
7101.00,7103.93
7151.00,7153.91
7201.00,7203.89
7251.00,7253.87
7301.00,7303.85
7351.00,7353.83
7401.00,7403.81
7451.00,7453.79
7501.00,7503.77
7551.00,7553.76
7601.00,7603.74
7651.00,7653.72
7701.00,7703.70
7751.00,7753.68
7801.00,7803.67
7851.00,7853.65
7901.00,7903.63
7951.00,7953.62
8001.00,8003.60
8051.00,8053.58
8101.00,8103.57
8151.00,8153.55
8201.00,8203.54
8251.00,8253.52
8301.00,8303.51
8351.00,8353.49
8401.00,8403.48
8451.00,8453.46
8501.00,8503.45
8551.00,8553.43
8601.00,8603.42
8651.00,8653.40
8701.00,8703.39
8751.00,8753.38
8801.00,8803.36
8851.00,8853.35
8901.00,8903.34
8951.00,8953.32
9001.00,9003.31
9051.00,9053.30
9101.00,9103.29
9151.00,9153.27
9201.00,9203.26
9251.00,9253.25
9301.00,9303.24
9351.00,9353.22
9401.00,9403.21
9451.00,9453.20
9501.00,9503.19
9551.00,9553.18
9601.00,9603.17
9651.00,9653.16
9701.00,9703.14
9751.00,9753.13
9801.00,9803.12
9851.00,9853.11
9901.00,9903.10
9951.00,9953.09
10001.00,10003.08
10051.00,10053.07
10101.00,10103.06
10151.00,10153.05
10201.00,10203.04
10251.00,10253.03
10301.00,10303.02
10351.00,10353.01
10401.00,10403.00
10451.00,10452.99
10501.00,10502.98
10551.00,10552.97
10601.00,10602.96
10651.00,10652.95
10701.00,10702.94
10751.00,10752.94
10801.00,10802.93
10851.00,10852.92
10901.00,10902.91
10951.00,10952.90
11001.00,11002.89
11051.00,11052.88
11101.00,11102.87
11151.00,11152.87
11201.00,11202.86
11251.00,11252.85
11301.00,11302.84
11351.00,11352.83
11401.00,11402.82
11451.00,11452.82
11501.00,11502.81
11551.00,11552.80
11601.00,11602.79
11651.00,11652.79
11701.00,11702.78
11751.00,11752.77
11801.00,11802.76
11851.00,11852.76
11901.00,11902.75
11951.00,11952.74
12001.00,12002.73
12051.00,12052.73
12101.00,12102.72
12151.00,12152.71
12201.00,12202.71
12251.00,12252.70
12301.00,12302.69
12351.00,12352.68
12401.00,12402.68
12451.00,12452.67
12501.00,12502.66
12551.00,12552.66
12601.00,12602.65
12651.00,12652.64
12701.00,12702.64
12751.00,12752.63
12801.00,12802.63
12851.00,12852.62
12901.00,12902.61
12951.00,12952.61
13001.00,13002.60
13051.00,13052.59
13101.00,13102.59
13151.00,13152.58
13201.00,13202.58
13251.00,13252.57
13301.00,13302.56
13351.00,13352.56
13401.00,13402.55
13451.00,13452.55
13501.00,13502.54
13551.00,13552.54
13601.00,13602.53
13651.00,13652.52
13701.00,13702.52
13751.00,13752.51
13801.00,13802.51
13851.00,13852.50
13901.00,13902.50
13951.00,13952.49
14001.00,14002.49
14051.00,14052.48
14101.00,14102.48
14151.00,14152.47
14201.00,14202.47
14251.00,14252.46
14301.00,14302.45
14351.00,14352.45
14401.00,14402.44
14451.00,14452.44
14501.00,14502.43
14551.00,14552.43
14601.00,14602.43
14651.00,14652.42
14701.00,14702.42
14751.00,14752.41
14801.00,14802.41
14851.00,14852.40
14901.00,14902.40
14951.00,14952.39
15001.00,15002.39
15051.00,15052.38
15101.00,15102.38
15151.00,15152.37
15201.00,15202.37
15251.00,15252.36
15301.00,15302.36
15351.00,15352.36
15401.00,15402.35
15451.00,15452.35
15501.00,15502.34
15551.00,15552.34
15601.00,15602.33
15651.00,15652.33
15701.00,15702.33
15751.00,15752.32
15801.00,15802.32
15851.00,15852.31
15901.00,15902.31
15951.00,15952.30
16001.00,16002.30
16051.00,16052.30
16101.00,16102.29
16151.00,16152.29
16201.00,16202.28
16251.00,16252.28
16301.00,16302.28
16351.00,16352.27
16401.00,16402.27
16451.00,16452.26
16501.00,16502.26
16551.00,16552.26
16601.00,16602.25
16651.00,16652.25
16701.00,16702.25
16751.00,16752.24
16801.00,16802.24
16851.00,16852.23
16901.00,16902.23
16951.00,16952.23
17001.00,17002.22
17051.00,17052.22
17101.00,17102.22
17151.00,17152.21
17201.00,17202.21
17251.00,17252.21
17301.00,17302.20
17351.00,17352.20
17401.00,17402.20
17451.00,17452.19
17501.00,17502.19
17551.00,17552.19
17601.00,17602.18
17651.00,17652.18
17701.00,17702.18
17751.00,17752.17
17801.00,17802.17
17851.00,17852.17
17901.00,17902.16
17951.00,17952.16
18001.00,18002.16
18051.00,18052.15
18101.00,18102.15
18151.00,18152.15
18201.00,18202.14
18251.00,18252.14
18301.00,18302.14
18351.00,18352.13
18401.00,18402.13
18451.00,18452.13
18501.00,18502.12
18551.00,18552.12
18601.00,18602.12
18651.00,18652.12
18701.00,18702.11
18751.00,18752.11
18801.00,18802.11
18851.00,18852.10
18901.00,18902.10
18951.00,18952.10
19001.00,19002.10
19051.00,19052.09
19101.00,19102.09
19151.00,19152.09
19201.00,19202.08
19251.00,19252.08
19301.00,19302.08
19351.00,19352.08
19401.00,19402.07
19451.00,19452.07
19501.00,19502.07
19551.00,19552.06
19601.00,19602.06
19651.00,19652.06
19701.00,19702.06
19751.00,19752.05
19801.00,19802.05
19851.00,19852.05
19901.00,19902.05
19951.00,19952.04
20001.00,20002.04
20051.00,20052.04
20101.00,20102.04
20151.00,20152.03
20201.00,20202.03
20251.00,20252.03
20301.00,20302.02
20351.00,20352.02
20401.00,20402.02
20451.00,20452.02
20501.00,20502.01
20551.00,20552.01
20601.00,20602.01
20651.00,20652.01
20701.00,20702.01
20751.00,20752.00
20801.00,20802.00
20851.00,20852.00
20901.00,20902.00
20951.00,20951.99
21001.00,21001.99
21051.00,21051.99
21101.00,21101.99
21151.00,21151.98
21201.00,21201.98
21251.00,21251.98
21301.00,21301.98
21351.00,21351.97
21401.00,21401.97
21451.00,21451.97
21501.00,21501.97
21551.00,21551.97
21601.00,21601.96
21651.00,21651.96
21701.00,21701.96
21751.00,21751.96
21801.00,21801.95
21851.00,21851.95
21901.00,21901.95
21951.00,21951.95
22001.00,22001.95
22051.00,22051.94
22101.00,22101.94
22151.00,22151.94
22201.00,22201.94
22251.00,22251.94
22301.00,22301.93
22351.00,22351.93
22401.00,22401.93
22451.00,22451.93
22501.00,22501.92
22551.00,22551.92
22601.00,22601.92
22651.00,22651.92
22701.00,22701.92
22751.00,22751.91
22801.00,22801.91
22851.00,22851.91
22901.00,22901.91
22951.00,22951.91
23001.00,23001.90
23051.00,23051.90
23101.00,23101.90
23151.00,23151.90
23201.00,23201.90
23251.00,23251.89
23301.00,23301.89
23351.00,23351.89
23401.00,23401.89
23451.00,23451.89
23501.00,23501.89
23551.00,23551.88
23601.00,23601.88
23651.00,23651.88
23701.00,23701.88
23751.00,23751.88
23801.00,23801.87
23851.00,23851.87
23901.00,23901.87
23951.00,23951.87
24001.00,24001.87
24051.00,24051.87
24101.00,24101.86
24151.00,24151.86
24201.00,24201.86
24251.00,24251.86
24301.00,24301.86
24351.00,24351.85
24401.00,24401.85
24451.00,24451.85
24501.00,24501.85
24551.00,24551.85
24601.00,24601.85
24651.00,24651.84
24701.00,24701.84
24751.00,24751.84
24801.00,24801.84
24851.00,24851.84
24901.00,24901.84
24951.00,24951.83
25001.00,25001.83
25051.00,25051.83
25101.00,25101.83
25151.00,25151.83
25201.00,25201.83
25251.00,25251.82
25301.00,25301.82
25351.00,25351.82
25401.00,25401.82
25451.00,25451.82
25501.00,25501.82
25551.00,25551.81
25601.00,25601.81
25651.00,25651.81
25701.00,25701.81
25751.00,25751.81
25801.00,25801.81
25851.00,25851.80
25901.00,25901.80
25951.00,25951.80
26001.00,26001.80
26051.00,26051.80
26101.00,26101.80
26151.00,26151.80
26201.00,26201.79
26251.00,26251.79
26301.00,26301.79
26351.00,26351.79
26401.00,26401.79
26451.00,26451.79
26501.00,26501.79
26551.00,26551.78
26601.00,26601.78
26651.00,26651.78
26701.00,26701.78
26751.00,26751.78
26801.00,26801.78
26851.00,26851.77
26901.00,26901.77
26951.00,26951.77
27001.00,27001.77
27051.00,27051.77
27101.00,27101.77
27151.00,27151.77
27201.00,27201.76
27251.00,27251.76
27301.00,27301.76
27351.00,27351.76
27401.00,27401.76
27451.00,27451.76
27501.00,27501.76
27551.00,27551.76
27601.00,27601.75
27651.00,27651.75
27701.00,27701.75
27751.00,27751.75
27801.00,27801.75
27851.00,27851.75
27901.00,27901.75
27951.00,27951.74
28001.00,28001.74
28051.00,28051.74
28101.00,28101.74
28151.00,28151.74
28201.00,28201.74
28251.00,28251.74
28301.00,28301.74
28351.00,28351.73
28401.00,28401.73
28451.00,28451.73
28501.00,28501.73
28551.00,28551.73
28601.00,28601.73
28651.00,28651.73
28701.00,28701.72
28751.00,28751.72
28801.00,28801.72
28851.00,28851.72
28901.00,28901.72
28951.00,28951.72
29001.00,29001.72
29051.00,29051.72
29101.00,29101.72
29151.00,29151.71
29201.00,29201.71
29251.00,29251.71
29301.00,29301.71
29351.00,29351.71
29401.00,29401.71
29451.00,29451.71
29501.00,29501.71
29551.00,29551.70
29601.00,29601.70
29651.00,29651.70
29701.00,29701.70
29751.00,29751.70
29801.00,29801.70
29851.00,29851.70
29901.00,29901.70
29951.00,29951.69
30001.00,30001.69
30051.00,30051.69
30101.00,30101.69
30151.00,30151.69
30201.00,30201.69
30251.00,30251.69
30301.00,30301.69
30351.00,30351.69
30401.00,30401.68
30451.00,30451.68
30501.00,30501.68
30551.00,30551.68
30601.00,30601.68
30651.00,30651.68
30701.00,30701.68
30751.00,30751.68
30801.00,30801.68
30851.00,30851.67
30901.00,30901.67
30951.00,30951.67
31001.00,31001.67
31051.00,31051.67
31101.00,31101.67
31151.00,31151.67
31201.00,31201.67
31251.00,31251.67
31301.00,31301.66
31351.00,31351.66
31401.00,31401.66
31451.00,31451.66
31501.00,31501.66
31551.00,31551.66
31601.00,31601.66
31651.00,31651.66
31701.00,31701.66
31751.00,31751.66
31801.00,31801.65
31851.00,31851.65
31901.00,31901.65
31951.00,31951.65
32001.00,32001.65
32051.00,32051.65
32101.00,32101.65
32151.00,32151.65
32201.00,32201.65
32251.00,32251.65
32301.00,32301.64
32351.00,32351.64
32401.00,32401.64
32451.00,32451.64
32501.00,32501.64
32551.00,32551.64
32601.00,32601.64
32651.00,32651.64
32701.00,32701.64
32751.00,32751.64
32801.00,32801.63
32851.00,32851.63
32901.00,32901.63
32951.00,32951.63
33001.00,33001.63
33051.00,33051.63
33101.00,33101.63
33151.00,33151.63
33201.00,33201.63
33251.00,33251.63
33301.00,33301.62
33351.00,33351.62
33401.00,33401.62
33451.00,33451.62
33501.00,33501.62
33551.00,33551.62
33601.00,33601.62
33651.00,33651.62
33701.00,33701.62
33751.00,33751.62
33801.00,33801.62
33851.00,33851.61
33901.00,33901.61
33951.00,33951.61
34001.00,34001.61
34051.00,34051.61
34101.00,34101.61
34151.00,34151.61
34201.00,34201.61
34251.00,34251.61
34301.00,34301.61
34351.00,34351.61
34401.00,34401.60
34451.00,34451.60
34501.00,34501.60
34551.00,34551.60
34601.00,34601.60
34651.00,34651.60
34701.00,34701.60
34751.00,34751.60
34801.00,34801.60
34851.00,34851.60
34901.00,34901.60
34951.00,34951.60
35001.00,35001.59
35051.00,35051.59
35101.00,35101.59
35151.00,35151.59
35201.00,35201.59
35251.00,35251.59
35301.00,35301.59
35351.00,35351.59
35401.00,35401.59
35451.00,35451.59
35501.00,35501.59
35551.00,35551.59
35601.00,35601.58
35651.00,35651.58
35701.00,35701.58
35751.00,35751.58
35801.00,35801.58
35851.00,35851.58
35901.00,35901.58
35951.00,35951.58
36001.00,36001.58
36051.00,36051.58
36101.00,36101.58
36151.00,36151.58
36201.00,36201.57
36251.00,36251.57
36301.00,36301.57
36351.00,36351.57
36401.00,36401.57
36451.00,36451.57
36501.00,36501.57
36551.00,36551.57
36601.00,36601.57
36651.00,36651.57
36701.00,36701.57
36751.00,36751.57
36801.00,36801.57
36851.00,36851.56
36901.00,36901.56
36951.00,36951.56
37001.00,37001.56
37051.00,37051.56
37101.00,37101.56
37151.00,37151.56
37201.00,37201.56
37251.00,37251.56
37301.00,37301.56
37351.00,37351.56
37401.00,37401.56
37451.00,37451.56
37501.00,37501.55
37551.00,37551.55
37601.00,37601.55
37651.00,37651.55
37701.00,37701.55
37751.00,37751.55
37801.00,37801.55
37851.00,37851.55
37901.00,37901.55
37951.00,37951.55
38001.00,38001.55
38051.00,38051.55
38101.00,38101.55
38151.00,38151.55
38201.00,38201.54
38251.00,38251.54
38301.00,38301.54
38351.00,38351.54
38401.00,38401.54
38451.00,38451.54
38501.00,38501.54
38551.00,38551.54
38601.00,38601.54
38651.00,38651.54
38701.00,38701.54
38751.00,38751.54
38801.00,38801.54
38851.00,38851.54
38901.00,38901.53
38951.00,38951.53
39001.00,39001.53
39051.00,39051.53
39101.00,39101.53
39151.00,39151.53
39201.00,39201.53
39251.00,39251.53
39301.00,39301.53
39351.00,39351.53
39401.00,39401.53
39451.00,39451.53
39501.00,39501.53
39551.00,39551.53
39601.00,39601.53
39651.00,39651.52
39701.00,39701.52
39751.00,39751.52
39801.00,39801.52
39851.00,39851.52
39901.00,39901.52
39951.00,39951.52
40001.00,40001.52
40051.00,40051.52
40101.00,40101.52
40151.00,40151.52
40201.00,40201.52
40251.00,40251.52
40301.00,40301.52
40351.00,40351.52
40401.00,40401.52
40451.00,40451.51
40501.00,40501.51
40551.00,40551.51
40601.00,40601.51
40651.00,40651.51
40701.00,40701.51
40751.00,40751.51
40801.00,40801.51
40851.00,40851.51
40901.00,40901.51
40951.00,40951.51
41001.00,41001.51
41051.00,41051.51
41101.00,41101.51
41151.00,41151.51
41201.00,41201.51
41251.00,41251.50
41301.00,41301.50
41351.00,41351.50
41401.00,41401.50
41451.00,41451.50
41501.00,41501.50
41551.00,41551.50
41601.00,41601.50
41651.00,41651.50
41701.00,41701.50
41751.00,41751.50
41801.00,41801.50
41851.00,41851.50
41901.00,41901.50
41951.00,41951.50
42001.00,42001.50
42051.00,42051.49
42101.00,42101.49
42151.00,42151.49
42201.00,42201.49
42251.00,42251.49
42301.00,42301.49
42351.00,42351.49
42401.00,42401.49
42451.00,42451.49
42501.00,42501.49
42551.00,42551.49
42601.00,42601.49
42651.00,42651.49
42701.00,42701.49
42751.00,42751.49
42801.00,42801.49
42851.00,42851.49
42901.00,42901.49
42951.00,42951.48
43001.00,43001.48
43051.00,43051.48
43101.00,43101.48
43151.00,43151.48
43201.00,43201.48
43251.00,43251.48
43301.00,43301.48
43351.00,43351.48
43401.00,43401.48
43451.00,43451.48
43501.00,43501.48
43551.00,43551.48
43601.00,43601.48
43651.00,43651.48
43701.00,43701.48
43751.00,43751.48
43801.00,43801.48
43851.00,43851.47
43901.00,43901.47
43951.00,43951.47
44001.00,44001.47
44051.00,44051.47
44101.00,44101.47
44151.00,44151.47
44201.00,44201.47
44251.00,44251.47
44301.00,44301.47
44351.00,44351.47
44401.00,44401.47
44451.00,44451.47
44501.00,44501.47
44551.00,44551.47
44601.00,44601.47
44651.00,44651.47
44701.00,44701.47
44751.00,44751.46
44801.00,44801.46
44851.00,44851.46
44901.00,44901.46
44951.00,44951.46
45001.00,45001.46
45051.00,45051.46
45101.00,45101.46
45151.00,45151.46
45201.00,45201.46
45251.00,45251.46
45301.00,45301.46
45351.00,45351.46
45401.00,45401.46
45451.00,45451.46
45501.00,45501.46
45551.00,45551.46
45601.00,45601.46
45651.00,45651.46
45701.00,45701.46
45751.00,45751.45
45801.00,45801.45
45851.00,45851.45
45901.00,45901.45
45951.00,45951.45
46001.00,46001.45
46051.00,46051.45
46101.00,46101.45
46151.00,46151.45
46201.00,46201.45
46251.00,46251.45
46301.00,46301.45
46351.00,46351.45
46401.00,46401.45
46451.00,46451.45
46501.00,46501.45
46551.00,46551.45
46601.00,46601.45
46651.00,46651.45
46701.00,46701.45
46751.00,46751.45
46801.00,46801.44
46851.00,46851.44
46901.00,46901.44
46951.00,46951.44
47001.00,47001.44
47051.00,47051.44
47101.00,47101.44
47151.00,47151.44
47201.00,47201.44
47251.00,47251.44
47301.00,47301.44
47351.00,47351.44
47401.00,47401.44
47451.00,47451.44
47501.00,47501.44
47551.00,47551.44
47601.00,47601.44
47651.00,47651.44
47701.00,47701.44
47751.00,47751.44
47801.00,47801.44
47851.00,47851.43
47901.00,47901.43
47951.00,47951.43
48001.00,48001.43
48051.00,48051.43
48101.00,48101.43
48151.00,48151.43
48201.00,48201.43
48251.00,48251.43
48301.00,48301.43
48351.00,48351.43
48401.00,48401.43
48451.00,48451.43
48501.00,48501.43
48551.00,48551.43
48601.00,48601.43
48651.00,48651.43
48701.00,48701.43
48751.00,48751.43
48801.00,48801.43
48851.00,48851.43
48901.00,48901.43
48951.00,48951.43
49001.00,49001.42
49051.00,49051.42
49101.00,49101.42
49151.00,49151.42
49201.00,49201.42
49251.00,49251.42
49301.00,49301.42
49351.00,49351.42
49401.00,49401.42
49451.00,49451.42
49501.00,49501.42
49551.00,49551.42
49601.00,49601.42
49651.00,49651.42
49701.00,49701.42
49751.00,49751.42
49801.00,49801.42
49851.00,49851.42
49901.00,49901.42
49951.00,49951.42
50001.00,50001.42
50051.00,50051.42
50101.00,50101.42
50151.00,50151.41
50201.00,50201.41
50251.00,50251.41
50301.00,50301.41
50351.00,50351.41
50401.00,50401.41
50451.00,50451.41
50501.00,50501.41
50551.00,50551.41
50601.00,50601.41
50651.00,50651.41
50701.00,50701.41
50751.00,50751.41
50801.00,50801.41
50851.00,50851.41
50901.00,50901.41
50951.00,50951.41
51001.00,51001.41
51051.00,51051.41
51101.00,51101.41
51151.00,51151.41
51201.00,51201.41
51251.00,51251.41
51301.00,51301.41
51351.00,51351.41
51401.00,51401.40
51451.00,51451.40
51501.00,51501.40
51551.00,51551.40
51601.00,51601.40
51651.00,51651.40
51701.00,51701.40
51751.00,51751.40
51801.00,51801.40
51851.00,51851.40
51901.00,51901.40
51951.00,51951.40
52001.00,52001.40
52051.00,52051.40
52101.00,52101.40
52151.00,52151.40
52201.00,52201.40
52251.00,52251.40
52301.00,52301.40
52351.00,52351.40
52401.00,52401.40
52451.00,52451.40
52501.00,52501.40
52551.00,52551.40
52601.00,52601.40
52651.00,52651.40
52701.00,52701.39
52751.00,52751.39
52801.00,52801.39
52851.00,52851.39
52901.00,52901.39
52951.00,52951.39
53001.00,53001.39
53051.00,53051.39
53101.00,53101.39
53151.00,53151.39
53201.00,53201.39
53251.00,53251.39
53301.00,53301.39
53351.00,53351.39
53401.00,53401.39
53451.00,53451.39
53501.00,53501.39
53551.00,53551.39
53601.00,53601.39
53651.00,53651.39
53701.00,53701.39
53751.00,53751.39
53801.00,53801.39
53851.00,53851.39
53901.00,53901.39
53951.00,53951.39
54001.00,54001.39
54051.00,54051.38
54101.00,54101.38
54151.00,54151.38
54201.00,54201.38
54251.00,54251.38
54301.00,54301.38
54351.00,54351.38
54401.00,54401.38
54451.00,54451.38
54501.00,54501.38
54551.00,54551.38
54601.00,54601.38
54651.00,54651.38
54701.00,54701.38
54751.00,54751.38
54801.00,54801.38
54851.00,54851.38
54901.00,54901.38
54951.00,54951.38
55001.00,55001.38
55051.00,55051.38
55101.00,55101.38
55151.00,55151.38
55201.00,55201.38
55251.00,55251.38
55301.00,55301.38
55351.00,55351.38
55401.00,55401.38
55451.00,55451.38
55501.00,55501.37
55551.00,55551.37
55601.00,55601.37
55651.00,55651.37
55701.00,55701.37
55751.00,55751.37
55801.00,55801.37
55851.00,55851.37
55901.00,55901.37
55951.00,55951.37
56001.00,56001.37
56051.00,56051.37
56101.00,56101.37
56151.00,56151.37
56201.00,56201.37
56251.00,56251.37
56301.00,56301.37
56351.00,56351.37
56401.00,56401.37
56451.00,56451.37
56501.00,56501.37
56551.00,56551.37
56601.00,56601.37
56651.00,56651.37
56701.00,56701.37
56751.00,56751.37
56801.00,56801.37
56851.00,56851.37
56901.00,56901.37
56951.00,56951.37
57001.00,57001.37
57051.00,57051.36
57101.00,57101.36
57151.00,57151.36
57201.00,57201.36
57251.00,57251.36
57301.00,57301.36
57351.00,57351.36
57401.00,57401.36
57451.00,57451.36
57501.00,57501.36
57551.00,57551.36
57601.00,57601.36
57651.00,57651.36
57701.00,57701.36
57751.00,57751.36
57801.00,57801.36
57851.00,57851.36
57901.00,57901.36
57951.00,57951.36
58001.00,58001.36
58051.00,58051.36
58101.00,58101.36
58151.00,58151.36
58201.00,58201.36
58251.00,58251.36
58301.00,58301.36
58351.00,58351.36
58401.00,58401.36
58451.00,58451.36
58501.00,58501.36
58551.00,58551.36
58601.00,58601.36
58651.00,58651.35
58701.00,58701.35
58751.00,58751.35
58801.00,58801.35
58851.00,58851.35
58901.00,58901.35
58951.00,58951.35
59001.00,59001.35
59051.00,59051.35
59101.00,59101.35
59151.00,59151.35
59201.00,59201.35
59251.00,59251.35
59301.00,59301.35
59351.00,59351.35
59401.00,59401.35
59451.00,59451.35
59501.00,59501.35
59551.00,59551.35
59601.00,59601.35
59651.00,59651.35
59701.00,59701.35
59751.00,59751.35
59801.00,59801.35
59851.00,59851.35
59901.00,59901.35
59951.00,59951.35
60001.00,60001.35
60051.00,60051.35
60101.00,60101.35
60151.00,60151.35
60201.00,60201.35
60251.00,60251.35
60301.00,60301.35
60351.00,60351.34
60401.00,60401.34
60451.00,60451.34
60501.00,60501.34
60551.00,60551.34
60601.00,60601.34
60651.00,60651.34
60701.00,60701.34
60751.00,60751.34
60801.00,60801.34
60851.00,60851.34
60901.00,60901.34
60951.00,60951.34
61001.00,61001.34
61051.00,61051.34
61101.00,61101.34
61151.00,61151.34
61201.00,61201.34
61251.00,61251.34
61301.00,61301.34
61351.00,61351.34
61401.00,61401.34
61451.00,61451.34
61501.00,61501.34
61551.00,61551.34
61601.00,61601.34
61651.00,61651.34
61701.00,61701.34
61751.00,61751.34
61801.00,61801.34
61851.00,61851.34
61901.00,61901.34
61951.00,61951.34
62001.00,62001.34
62051.00,62051.34
62101.00,62101.34
62151.00,62151.33
62201.00,62201.33
62251.00,62251.33
62301.00,62301.33
62351.00,62351.33
62401.00,62401.33
62451.00,62451.33
62501.00,62501.33
62551.00,62551.33
62601.00,62601.33
62651.00,62651.33
62701.00,62701.33
62751.00,62751.33
62801.00,62801.33
62851.00,62851.33
62901.00,62901.33
62951.00,62951.33
63001.00,63001.33
63051.00,63051.33
63101.00,63101.33
63151.00,63151.33
63201.00,63201.33
63251.00,63251.33
63301.00,63301.33
63351.00,63351.33
63401.00,63401.33
63451.00,63451.33
63501.00,63501.33
63551.00,63551.33
63601.00,63601.33
63651.00,63651.33
63701.00,63701.33
63751.00,63751.33
63801.00,63801.33
63851.00,63851.33
63901.00,63901.33
63951.00,63951.33
64001.00,64001.33
64051.00,64051.32
64101.00,64101.32
64151.00,64151.32
64201.00,64201.32
64251.00,64251.32
64301.00,64301.32
64351.00,64351.32
64401.00,64401.32
64451.00,64451.32
64501.00,64501.32
64551.00,64551.32
64601.00,64601.32
64651.00,64651.32
64701.00,64701.32
64751.00,64751.32
64801.00,64801.32
64851.00,64851.32
64901.00,64901.32
64951.00,64951.32
65001.00,65001.32
65051.00,65051.32
65101.00,65101.32
65151.00,65151.32
65201.00,65201.32
65251.00,65251.32
65301.00,65301.32
65351.00,65351.32
65401.00,65401.32
65451.00,65451.32
65501.00,65501.32
65551.00,65551.32
65601.00,65601.32
65651.00,65651.32
65701.00,65701.32
65751.00,65751.32
65801.00,65801.32
65851.00,65851.32
65901.00,65901.32
65951.00,65951.32
66001.00,66001.32
66051.00,66051.32
66101.00,66101.31
66151.00,66151.31
66201.00,66201.31
66251.00,66251.31
66301.00,66301.31
66351.00,66351.31
66401.00,66401.31
66451.00,66451.31
66501.00,66501.31
66551.00,66551.31
66601.00,66601.31
66651.00,66651.31
66701.00,66701.31
66751.00,66751.31
66801.00,66801.31
66851.00,66851.31
66901.00,66901.31
66951.00,66951.31
67001.00,67001.31
67051.00,67051.31
67101.00,67101.31
67151.00,67151.31
67201.00,67201.31
67251.00,67251.31
67301.00,67301.31
67351.00,67351.31
67401.00,67401.31
67451.00,67451.31
67501.00,67501.31
67551.00,67551.31
67601.00,67601.31
67651.00,67651.31
67701.00,67701.31
67751.00,67751.31
67801.00,67801.31
67851.00,67851.31
67901.00,67901.31
67951.00,67951.31
68001.00,68001.31
68051.00,68051.31
68101.00,68101.31
68151.00,68151.31
68201.00,68201.31
68251.00,68251.30
68301.00,68301.30
68351.00,68351.30
68401.00,68401.30
68451.00,68451.30
68501.00,68501.30
68551.00,68551.30
68601.00,68601.30
68651.00,68651.30
68701.00,68701.30
68751.00,68751.30
68801.00,68801.30
68851.00,68851.30
68901.00,68901.30
68951.00,68951.30
69001.00,69001.30
69051.00,69051.30
69101.00,69101.30
69151.00,69151.30
69201.00,69201.30
69251.00,69251.30
69301.00,69301.30
69351.00,69351.30
69401.00,69401.30
69451.00,69451.30
69501.00,69501.30
69551.00,69551.30
69601.00,69601.30
69651.00,69651.30
