Start Value:1.0
End Value:5001.0
Interval:5.0
Fixed Side:204.0

variableSide,hypotenuse
731.00,758.93
736.00,763.75
741.00,768.57
746.00,773.39
751.00,778.21
756.00,783.04
761.00,787.87
766.00,792.70
771.00,797.53
776.00,802.37
781.00,807.20
786.00,812.04
791.00,816.88
796.00,821.73
801.00,826.57
806.00,831.42
811.00,836.26
816.00,841.11
821.00,845.97
826.00,850.82
831.00,855.67
836.00,860.53
841.00,865.39
846.00,870.25
851.00,875.11
856.00,879.97
861.00,884.84
866.00,889.70
871.00,894.57
876.00,899.44
881.00,904.31
886.00,909.18
891.00,914.06
896.00,918.93
901.00,923.81
906.00,928.68
911.00,933.56
916.00,938.44
921.00,943.32
926.00,948.20
931.00,953.09
936.00,957.97
941.00,962.86
946.00,967.75
951.00,972.63
956.00,977.52
961.00,982.41
966.00,987.31
971.00,992.20
976.00,997.09
981.00,1001.99
986.00,1006.88
991.00,1011.78
996.00,1016.68
1001.00,1021.58
1006.00,1026.48
1011.00,1031.38
1016.00,1036.28
1021.00,1041.18
1026.00,1046.08
1031.00,1050.99
1036.00,1055.89
1041.00,1060.80
1046.00,1065.71
1051.00,1070.62
1056.00,1075.52
1061.00,1080.43
1066.00,1085.34
1071.00,1090.26
1076.00,1095.17
1081.00,1100.08
1086.00,1104.99
1091.00,1109.91
1096.00,1114.82
1101.00,1119.74
1106.00,1124.66
1111.00,1129.57
1116.00,1134.49
1121.00,1139.41
1126.00,1144.33
1131.00,1149.25
1136.00,1154.17
1141.00,1159.09
1146.00,1164.02
1151.00,1168.94
1156.00,1173.86
1161.00,1178.79
1166.00,1183.71
1171.00,1188.64
1176.00,1193.56
1181.00,1198.49
1186.00,1203.42
1191.00,1208.34
1196.00,1213.27
1201.00,1218.20
1206.00,1223.13
1211.00,1228.06
1216.00,1232.99
1221.00,1237.92
1226.00,1242.86
1231.00,1247.79
1236.00,1252.72
1241.00,1257.66
1246.00,1262.59
1251.00,1267.52
1256.00,1272.46
1261.00,1277.39
1266.00,1282.33
1271.00,1287.27
1276.00,1292.20
1281.00,1297.14
1286.00,1302.08
1291.00,1307.02
1296.00,1311.96
1301.00,1316.90
1306.00,1321.84
1311.00,1326.78
1316.00,1331.72
1321.00,1336.66
1326.00,1341.60
1331.00,1346.54
1336.00,1351.49
1341.00,1356.43
1346.00,1361.37
1351.00,1366.32
1356.00,1371.26
1361.00,1376.20
1366.00,1381.15
1371.00,1386.09
1376.00,1391.04
1381.00,1395.99
1386.00,1400.93
1391.00,1405.88
1396.00,1410.83
1401.00,1415.77
1406.00,1420.72
1411.00,1425.67
1416.00,1430.62
1421.00,1435.57
1426.00,1440.52
1431.00,1445.47
1436.00,1450.42
1441.00,1455.37
1446.00,1460.32
1451.00,1465.27
1456.00,1470.22
1461.00,1475.17
1466.00,1480.13
1471.00,1485.08
1476.00,1490.03
1481.00,1494.98
1486.00,1499.94
1491.00,1504.89
1496.00,1509.85
1501.00,1514.80
1506.00,1519.75
1511.00,1524.71
1516.00,1529.66
1521.00,1534.62
1526.00,1539.58
1531.00,1544.53
1536.00,1549.49
1541.00,1554.44
1546.00,1559.40
1551.00,1564.36
1556.00,1569.32
1561.00,1574.27
1566.00,1579.23
1571.00,1584.19
1576.00,1589.15
1581.00,1594.11
1586.00,1599.07
1591.00,1604.03
1596.00,1608.98
1601.00,1613.94
1606.00,1618.90
1611.00,1623.86
1616.00,1628.83
1621.00,1633.79
1626.00,1638.75
1631.00,1643.71
1636.00,1648.67
1641.00,1653.63
1646.00,1658.59
1651.00,1663.56
1656.00,1668.52
1661.00,1673.48
1666.00,1678.44
1671.00,1683.41
1676.00,1688.37
1681.00,1693.33
1686.00,1698.30
1691.00,1703.26
1696.00,1708.22
1701.00,1713.19
1706.00,1718.15
1711.00,1723.12
1716.00,1728.08
1721.00,1733.05
1726.00,1738.01
1731.00,1742.98
1736.00,1747.95
1741.00,1752.91
1746.00,1757.88
1751.00,1762.84
1756.00,1767.81
1761.00,1772.78
1766.00,1777.74
1771.00,1782.71
1776.00,1787.68
1781.00,1792.65
1786.00,1797.61
1791.00,1802.58
1796.00,1807.55
1801.00,1812.52
1806.00,1817.49
1811.00,1822.45
1816.00,1827.42
1821.00,1832.39
1826.00,1837.36
1831.00,1842.33
1836.00,1847.30
1841.00,1852.27
1846.00,1857.24
1851.00,1862.21
1856.00,1867.18
1861.00,1872.15
1866.00,1877.12
1871.00,1882.09
1876.00,1887.06
1881.00,1892.03
1886.00,1897.00
1891.00,1901.97
1896.00,1906.94
1901.00,1911.91
1906.00,1916.89
1911.00,1921.86
1916.00,1926.83
1921.00,1931.80
1926.00,1936.77
1931.00,1941.75
1936.00,1946.72
1941.00,1951.69
1946.00,1956.66
1951.00,1961.64
1956.00,1966.61
1961.00,1971.58
1966.00,1976.56
1971.00,1981.53
1976.00,1986.50
1981.00,1991.48
1986.00,1996.45
1991.00,2001.42
1996.00,2006.40
2001.00,2011.37
2006.00,2016.35
2011.00,2021.32
2016.00,2026.30
2021.00,2031.27
2026.00,2036.24
2031.00,2041.22
2036.00,2046.19
2041.00,2051.17
2046.00,2056.14
2051.00,2061.12
2056.00,2066.10
2061.00,2071.07
2066.00,2076.05
2071.00,2081.02
2076.00,2086.00
2081.00,2090.98
2086.00,2095.95
2091.00,2100.93
2096.00,2105.90
2101.00,2110.88
2106.00,2115.86
2111.00,2120.83
2116.00,2125.81
2121.00,2130.79
2126.00,2135.76
2131.00,2140.74
2136.00,2145.72
2141.00,2150.70
2146.00,2155.67
2151.00,2160.65
2156.00,2165.63
2161.00,2170.61
2166.00,2175.59
2171.00,2180.56
2176.00,2185.54
2181.00,2190.52
2186.00,2195.50
2191.00,2200.48
2196.00,2205.46
2201.00,2210.43
2206.00,2215.41
2211.00,2220.39
2216.00,2225.37
2221.00,2230.35
2226.00,2235.33
2231.00,2240.31
2236.00,2245.29
2241.00,2250.27
2246.00,2255.25
2251.00,2260.22
2256.00,2265.20
2261.00,2270.18
2266.00,2275.16
2271.00,2280.14
2276.00,2285.12
2281.00,2290.10
2286.00,2295.08
2291.00,2300.06
2296.00,2305.04
2301.00,2310.03
2306.00,2315.01
2311.00,2319.99
2316.00,2324.97
2321.00,2329.95
2326.00,2334.93
2331.00,2339.91
2336.00,2344.89
2341.00,2349.87
2346.00,2354.85
2351.00,2359.83
2356.00,2364.82
2361.00,2369.80
2366.00,2374.78
2371.00,2379.76
2376.00,2384.74
2381.00,2389.72
2386.00,2394.70
2391.00,2399.69
2396.00,2404.67
2401.00,2409.65
2406.00,2414.63
2411.00,2419.62
2416.00,2424.60
2421.00,2429.58
2426.00,2434.56
2431.00,2439.54
2436.00,2444.53
2441.00,2449.51
2446.00,2454.49
2451.00,2459.47
2456.00,2464.46
2461.00,2469.44
2466.00,2474.42
2471.00,2479.41
2476.00,2484.39
2481.00,2489.37
2486.00,2494.36
2491.00,2499.34
2496.00,2504.32
2501.00,2509.31
2506.00,2514.29
2511.00,2519.27
2516.00,2524.26
2521.00,2529.24
2526.00,2534.22
2531.00,2539.21
2536.00,2544.19
2541.00,2549.18
2546.00,2554.16
2551.00,2559.14
2556.00,2564.13
2561.00,2569.11
2566.00,2574.10
2571.00,2579.08
2576.00,2584.07
2581.00,2589.05
2586.00,2594.03
2591.00,2599.02
2596.00,2604.00
2601.00,2608.99
2606.00,2613.97
2611.00,2618.96
2616.00,2623.94
2621.00,2628.93
2626.00,2633.91
2631.00,2638.90
2636.00,2643.88
2641.00,2648.87
2646.00,2653.85
2651.00,2658.84
2656.00,2663.82
2661.00,2668.81
2666.00,2673.79
2671.00,2678.78
2676.00,2683.76
2681.00,2688.75
2686.00,2693.74
2691.00,2698.72
2696.00,2703.71
2701.00,2708.69
2706.00,2713.68
2711.00,2718.66
2716.00,2723.65
2721.00,2728.64
2726.00,2733.62
2731.00,2738.61
2736.00,2743.59
2741.00,2748.58
2746.00,2753.57
2751.00,2758.55
2756.00,2763.54
2761.00,2768.53
2766.00,2773.51
2771.00,2778.50
2776.00,2783.49
2781.00,2788.47
2786.00,2793.46
2791.00,2798.45
2796.00,2803.43
2801.00,2808.42
2806.00,2813.41
2811.00,2818.39
2816.00,2823.38
2821.00,2828.37
2826.00,2833.35
2831.00,2838.34
2836.00,2843.33
2841.00,2848.31
2846.00,2853.30
2851.00,2858.29
2856.00,2863.28
2861.00,2868.26
2866.00,2873.25
2871.00,2878.24
2876.00,2883.23
2881.00,2888.21
2886.00,2893.20
2891.00,2898.19
2896.00,2903.18
2901.00,2908.16
2906.00,2913.15
2911.00,2918.14
2916.00,2923.13
2921.00,2928.11
2926.00,2933.10
2931.00,2938.09
2936.00,2943.08
2941.00,2948.07
2946.00,2953.05
2951.00,2958.04
2956.00,2963.03
2961.00,2968.02
2966.00,2973.01
2971.00,2978.00
2976.00,2982.98
2981.00,2987.97
2986.00,2992.96
2991.00,2997.95
2996.00,3002.94
3001.00,3007.93
3006.00,3012.91
3011.00,3017.90
3016.00,3022.89
3021.00,3027.88
3026.00,3032.87
3031.00,3037.86
3036.00,3042.85
3041.00,3047.83
3046.00,3052.82
3051.00,3057.81
3056.00,3062.80
3061.00,3067.79
3066.00,3072.78
3071.00,3077.77
3076.00,3082.76
3081.00,3087.75
3086.00,3092.74
3091.00,3097.72
3096.00,3102.71
3101.00,3107.70
3106.00,3112.69
3111.00,3117.68
3116.00,3122.67
3121.00,3127.66
3126.00,3132.65
3131.00,3137.64
3136.00,3142.63
3141.00,3147.62
3146.00,3152.61
3151.00,3157.60
3156.00,3162.59
3161.00,3167.58
3166.00,3172.57
3171.00,3177.56
3176.00,3182.54
3181.00,3187.53
3186.00,3192.52
3191.00,3197.51
3196.00,3202.50
3201.00,3207.49
3206.00,3212.48
3211.00,3217.47
3216.00,3222.46
3221.00,3227.45
3226.00,3232.44
3231.00,3237.43
3236.00,3242.42
3241.00,3247.41
3246.00,3252.40
3251.00,3257.39
3256.00,3262.38
3261.00,3267.37
3266.00,3272.36
3271.00,3277.36
3276.00,3282.35
3281.00,3287.34
3286.00,3292.33
3291.00,3297.32
3296.00,3302.31
3301.00,3307.30
3306.00,3312.29
3311.00,3317.28
3316.00,3322.27
3321.00,3327.26
3326.00,3332.25
3331.00,3337.24
3336.00,3342.23
3341.00,3347.22
3346.00,3352.21
3351.00,3357.20
3356.00,3362.19
3361.00,3367.19
3366.00,3372.18
3371.00,3377.17
3376.00,3382.16
3381.00,3387.15
3386.00,3392.14
3391.00,3397.13
3396.00,3402.12
3401.00,3407.11
3406.00,3412.10
3411.00,3417.09
3416.00,3422.09
3421.00,3427.08
3426.00,3432.07
3431.00,3437.06
3436.00,3442.05
3441.00,3447.04
3446.00,3452.03
3451.00,3457.02
3456.00,3462.02
3461.00,3467.01
3466.00,3472.00
3471.00,3476.99
3476.00,3481.98
3481.00,3486.97
3486.00,3491.96
3491.00,3496.96
3496.00,3501.95
3501.00,3506.94
3506.00,3511.93
3511.00,3516.92
3516.00,3521.91
3521.00,3526.90
3526.00,3531.90
3531.00,3536.89
3536.00,3541.88
3541.00,3546.87
3546.00,3551.86
3551.00,3556.85
3556.00,3561.85
3561.00,3566.84
3566.00,3571.83
3571.00,3576.82
3576.00,3581.81
3581.00,3586.81
3586.00,3591.80
3591.00,3596.79
3596.00,3601.78
3601.00,3606.77
3606.00,3611.77
3611.00,3616.76
3616.00,3621.75
3621.00,3626.74
3626.00,3631.73
3631.00,3636.73
3636.00,3641.72
3641.00,3646.71
3646.00,3651.70
3651.00,3656.69
3656.00,3661.69
3661.00,3666.68
3666.00,3671.67
3671.00,3676.66
3676.00,3681.66
3681.00,3686.65
3686.00,3691.64
3691.00,3696.63
3696.00,3701.63
3701.00,3706.62
3706.00,3711.61
3711.00,3716.60
3716.00,3721.60
3721.00,3726.59
3726.00,3731.58
3731.00,3736.57
3736.00,3741.57
3741.00,3746.56
3746.00,3751.55
3751.00,3756.54
3756.00,3761.54
3761.00,3766.53
3766.00,3771.52
3771.00,3776.51
3776.00,3781.51
3781.00,3786.50
3786.00,3791.49
3791.00,3796.48
3796.00,3801.48
3801.00,3806.47
3806.00,3811.46
3811.00,3816.46
3816.00,3821.45
3821.00,3826.44
3826.00,3831.43
3831.00,3836.43
3836.00,3841.42
3841.00,3846.41
3846.00,3851.41
3851.00,3856.40
3856.00,3861.39
3861.00,3866.39
3866.00,3871.38
3871.00,3876.37
3876.00,3881.36
3881.00,3886.36
3886.00,3891.35
3891.00,3896.34
3896.00,3901.34
3901.00,3906.33
3906.00,3911.32
3911.00,3916.32
3916.00,3921.31
3921.00,3926.30
3926.00,3931.30
3931.00,3936.29
3936.00,3941.28
3941.00,3946.28
3946.00,3951.27
3951.00,3956.26
3956.00,3961.26
3961.00,3966.25
3966.00,3971.24
3971.00,3976.24
3976.00,3981.23
3981.00,3986.22
3986.00,3991.22
3991.00,3996.21
3996.00,4001.20
4001.00,4006.20
4006.00,4011.19
4011.00,4016.18
4016.00,4021.18
4021.00,4026.17
4026.00,4031.17
4031.00,4036.16
4036.00,4041.15
4041.00,4046.15
4046.00,4051.14
4051.00,4056.13
4056.00,4061.13
4061.00,4066.12
4066.00,4071.11
4071.00,4076.11
4076.00,4081.10
4081.00,4086.10
4086.00,4091.09
4091.00,4096.08
4096.00,4101.08
4101.00,4106.07
4106.00,4111.06
4111.00,4116.06
4116.00,4121.05
4121.00,4126.05
4126.00,4131.04
4131.00,4136.03
4136.00,4141.03
4141.00,4146.02
4146.00,4151.02
4151.00,4156.01
4156.00,4161.00
4161.00,4166.00
4166.00,4170.99
4171.00,4175.99
4176.00,4180.98
4181.00,4185.97
4186.00,4190.97
4191.00,4195.96
4196.00,4200.96
4201.00,4205.95
4206.00,4210.94
4211.00,4215.94
4216.00,4220.93
4221.00,4225.93
4226.00,4230.92
4231.00,4235.92
4236.00,4240.91
4241.00,4245.90
4246.00,4250.90
4251.00,4255.89
4256.00,4260.89
4261.00,4265.88
4266.00,4270.87
4271.00,4275.87
4276.00,4280.86
4281.00,4285.86
4286.00,4290.85
4291.00,4295.85
4296.00,4300.84
4301.00,4305.84
4306.00,4310.83
4311.00,4315.82
4316.00,4320.82
4321.00,4325.81
4326.00,4330.81
4331.00,4335.80
4336.00,4340.80
4341.00,4345.79
4346.00,4350.79
4351.00,4355.78
4356.00,4360.77
4361.00,4365.77
4366.00,4370.76
4371.00,4375.76
4376.00,4380.75
4381.00,4385.75
4386.00,4390.74
4391.00,4395.74
4396.00,4400.73
4401.00,4405.73
4406.00,4410.72
4411.00,4415.71
4416.00,4420.71
4421.00,4425.70
4426.00,4430.70
4431.00,4435.69
4436.00,4440.69
4441.00,4445.68
4446.00,4450.68
4451.00,4455.67
4456.00,4460.67
4461.00,4465.66
4466.00,4470.66
4471.00,4475.65
4476.00,4480.65
4481.00,4485.64
4486.00,4490.64
4491.00,4495.63
4496.00,4500.63
4501.00,4505.62
4506.00,4510.62
4511.00,4515.61
4516.00,4520.61
4521.00,4525.60
4526.00,4530.60
4531.00,4535.59
4536.00,4540.58
4541.00,4545.58
4546.00,4550.57
4551.00,4555.57
4556.00,4560.56
4561.00,4565.56
4566.00,4570.55
4571.00,4575.55
4576.00,4580.54
4581.00,4585.54
4586.00,4590.54
4591.00,4595.53
4596.00,4600.53
4601.00,4605.52
4606.00,4610.52
4611.00,4615.51
4616.00,4620.51
4621.00,4625.50
4626.00,4630.50
4631.00,4635.49
4636.00,4640.49
4641.00,4645.48
4646.00,4650.48
4651.00,4655.47
4656.00,4660.47
4661.00,4665.46
4666.00,4670.46
4671.00,4675.45
4676.00,4680.45
4681.00,4685.44
4686.00,4690.44
4691.00,4695.43
4696.00,4700.43
4701.00,4705.42
4706.00,4710.42
4711.00,4715.41
4716.00,4720.41
4721.00,4725.41
4726.00,4730.40
4731.00,4735.40
4736.00,4740.39
4741.00,4745.39
4746.00,4750.38
4751.00,4755.38
4756.00,4760.37
4761.00,4765.37
4766.00,4770.36
4771.00,4775.36
4776.00,4780.35
4781.00,4785.35
4786.00,4790.35
4791.00,4795.34
4796.00,4800.34
4801.00,4805.33
4806.00,4810.33
4811.00,4815.32
4816.00,4820.32
4821.00,4825.31
4826.00,4830.31
4831.00,4835.31
4836.00,4840.30
4841.00,4845.30
4846.00,4850.29
4851.00,4855.29
4856.00,4860.28
4861.00,4865.28
4866.00,4870.27
4871.00,4875.27
4876.00,4880.27
4881.00,4885.26
4886.00,4890.26
4891.00,4895.25
4896.00,4900.25
4901.00,4905.24
4906.00,4910.24
4911.00,4915.24
4916.00,4920.23
4921.00,4925.23
4926.00,4930.22
4931.00,4935.22
4936.00,4940.21
4941.00,4945.21
4946.00,4950.21
4951.00,4955.20
4956.00,4960.20
4961.00,4965.19
4966.00,4970.19
4971.00,4975.18
4976.00,4980.18
4981.00,4985.18
4986.00,4990.17
4991.00,4995.17
4996.00,5000.16
5001.00,5005.16
