X,Original_Y,Salted_Y,Smoothed_Y_1,Smoothed_Y_2,Smoothed_Y_3,Smoothed_Y_4,Smoothed_Y_5
125,250,247.275305907498,251.574001246918,250.593969996912,250.166393268687,250.018976082956,249.899151503269
126,252,262.984246178886,248.672875135736,251.494112063921,251.137721354479,251.233368240435,251.250473957439
127,254,251.221280672124,251.679061221754,251.803086769679,252.242451589911,252.443698936522,252.619643059981
128,256,263.015414581633,253.171959873102,252.876497385636,253.409966041307,253.762247438129,254.055000992853
129,258,237.481837000889,253.308263282318,253.838809197542,254.738690138469,255.235648069656,255.59977676675
130,260,256.461500022256,254.464763329486,255.647840730735,256.339772424728,256.910473494293,257.283788513288
131,262,253.764134748431,257.26455761014,257.615446144725,258.300737249325,258.780594687983,259.115794380455
132,264,248.229429772008,258.310183930256,259.895038677045,260.480197689372,260.832406500231,261.075194604662
133,266,271.079746509059,261.336095868089,262.701688067735,262.861499326941,263.021450466201,263.124239576938
134,268,270.819840636706,265.452299119683,265.52984054186,265.333299945736,265.26774000669,265.21171867264
135,270,270.334798822444,269.129107599341,268.132720465965,267.772648727042,267.478049007583,267.282420897986
136,272,258.663220565719,272.95480901715,270.507920660525,270.061997900265,269.578962875583,269.284407234642
137,274,285.274922783416,274.261830648358,272.950445062299,272.063799208151,271.522827164209,271.178659441942
138,276,279.501794106033,275.484717078877,274.690887613864,273.772900255577,273.275510265406,272.94895636188
139,278,275.00933969667,274.936585292175,275.920482889606,275.186594765366,274.846310856821,274.605167541304
140,280,280.228897927516,278.433766680508,276.71429722294,276.468549347329,276.2812159173,276.183338195632
141,282,279.380045650339,277.635396980637,277.493547873844,277.602081654115,277.659818446255,277.733378795702
142,284,266.497876315532,277.736274529536,278.028582034486,278.768252866945,279.071527263551,279.317633105786
143,286,283.143490284047,278.511509350492,279.481602734265,280.106333323616,280.626157455884,280.998725931899
144,288,279.686334884324,279.716585204681,280.885171209802,281.71401691084,282.373111364695,282.829235075268
145,290,280.207936948327,279.229956203371,282.854086103673,283.654861976646,284.365290435994,284.844260435896
146,292,280.43598344336,285.107730190626,285.287046086301,286.069006111694,286.613960639616,287.055435809415
147,294,288.66442890684,288.25874600927,287.968082333507,288.697226709007,289.09477992088,289.441306318116
148,296,275.973642641169,291.417801237735,291.079463334491,291.547335153212,291.764995970653,291.966789901029
149,298,307.642294226316,294.766994407933,294.92759097982,294.508944292293,294.549754878185,294.582189098337
150,300,305.200601014555,297.278763080933,297.879146915456,297.472068292467,297.327251016792,297.232434871465
151,302,301.799721483575,301.496252211568,300.835930319239,300.405529259253,300.051496445087,299.865242051745
152,304,303.652289139715,306.166849720676,303.585350077239,303.148174329364,302.673084817147,302.433648406003
153,306,298.018364154359,305.768621740077,306.028914087519,305.511479081944,305.165681051512,304.907433685373
154,308,318.186852821286,308.95622983575,308.502309101008,307.766944707075,307.524430182837,307.28709849058
155,310,308.667825204923,310.663739543736,310.277978825271,309.898453757629,309.743840450464,309.580341846484
156,312,304.854698362128,311.87194247989,311.470724247878,311.957117932851,311.866251833772,311.80063996369
157,314,327.513857684267,314.592528175359,313.667406291368,313.983312211746,313.984904653239,313.961106814511
158,316,313.752289439474,313.925940281407,315.756493673121,315.941401132641,316.104199936418,316.072013209697
159,318,312.109709692792,314.516067678927,317.995999303793,318.005054012515,318.215171637586,318.14333326798
160,320,317.062464022646,321.145396044507,320.212274039783,320.342048818212,320.288949007262,320.172831260488
161,322,313.520737563621,323.579841508022,322.208931547274,322.602011689333,322.300774949135,322.131955787914
162,324,312.798716987563,326.340278958437,324.723548984391,324.675255665801,324.24308085845,323.993102450382
163,326,351.259996921183,327.385865631821,327.829687887756,326.473559520587,326.072737781329,325.739788329799
164,328,344.554975928873,328.569130727793,329.487146389214,328.066093804859,327.698776345218,327.375078120325
165,330,333.075351592383,331.528262341231,330.269201508396,329.537542497841,329.132226573693,328.916285865122
166,332,319.428816406479,336.259040002477,330.584126287299,330.81265247267,330.441972793506,330.388993342105
167,334,325.345319694452,332.747605554715,331.360014029682,331.724318765432,331.735977540947,331.83254408331
168,336,334.234658857685,329.054227342297,332.509072398147,332.636163288662,333.089229162711,333.31240044533
169,338,345.914160616286,328.544752410759,333.649318808195,333.84347920449,334.552033197335,334.894271899014
170,340,326.679955786848,332.817079828499,334.211351937091,335.531592752676,336.177592969762,336.626148156729
171,342,318.701328441949,336.612539307053,335.870058051825,337.538855157205,338.057770879355,338.523961159217
172,344,329.509027071613,339.509987211566,338.720412919188,339.777170740209,340.205326749481,340.584118572899
173,346,349.335108330658,340.193271904746,342.400921124606,342.191570879656,342.565106597513,342.789621840272
174,348,351.913536044329,344.358548357856,345.410850861381,344.885564132589,345.020668558365,345.113159831472
175,350,354.516794189282,349.006711413836,348.177281479181,347.669054379541,347.510331058482,347.509251869395
176,352,350.697153468543,354.308309848687,350.550119784323,350.361938140718,349.990556068946,349.929431843884
177,354,355.836890958619,353.88658798592,353.069304707619,352.720526478636,352.442358908163,352.334127001936
178,356,351.238469833809,355.977553631651,355.354489780489,354.966492658027,354.830415144814,354.71079614901
179,358,366.620216115569,356.119855347563,357.570599247427,357.138745813456,357.146586570902,357.05673406445
180,360,346.383055291292,357.827566367822,358.911039490035,359.354190754171,359.397972703879,359.375578028559
181,362,366.550295564443,360.35484386794,361.132614117118,361.601957789152,361.657352587883,361.670660397203
182,364,355.512906200663,364.519477682403,363.383053567179,363.882254362156,363.931896466564,363.94767071056
183,366,362.65113061036,363.691391546943,366.058234369332,366.121641071553,366.22246381771,366.211908765719
184,368,373.527833459446,369.437610375503,368.803673952482,368.536185666665,368.507935488668,368.470657634943
185,370,380.39090653505,371.730629782078,371.316565791516,370.888299808798,370.769487338313,370.716951366368
186,372,360.823613167348,374.846120962637,373.246306213207,373.172717271479,372.996252957018,372.946152591549
187,374,386.606587091209,377.045643449873,375.812851655818,375.352492450878,375.209214788445,375.156959415317
188,376,382.60143141047,377.945086741176,377.597413112049,377.432820736663,377.381408707854,377.35314013819
189,378,377.321344464573,378.027660634238,379.373975805946,379.469613693093,379.536305042832,379.542197158822
190,380,378.047788021012,381.657209645224,381.316660625126,381.612373891544,381.698111584089,381.733052679938
191,382,379.823936498568,381.929540569121,383.365971952982,383.741543102524,383.881200548779,383.926328100176
192,384,380.968923786483,384.166568639356,385.574116486521,385.972574153645,386.092886482732,386.12345237747
193,386,386.230456244251,388.444914696893,388.245627602365,388.305363060277,388.332241604831,388.318183914768
194,388,388.512903558488,391.39082274487,390.717036132676,390.634115203711,390.562142730114,390.495807815269
195,390,398.260627902116,393.402098475947,393.214630469896,392.914622274334,392.761278648915,392.638601387934
196,392,407.269766867334,396.728238445146,395.703498152372,395.145099547783,394.899425803916,394.729453731696
197,394,398.669144356847,398.957069357398,397.617925629162,397.221681768526,396.941478887592,396.751394025295
198,396,393.902866616113,399.412700929662,399.329521447346,399.135494534129,398.880755557435,398.695423822986
199,398,404.251903570876,401.58864241669,401.187457400665,400.939604238655,400.728852889069,400.560009543183
200,400,401.832272630014,401.845907034423,402.781703147561,402.599734646007,402.485823660024,402.348995174509
201,402,391.702324564334,403.371993472158,404.113725491899,404.209051892613,404.170351313949,404.074348340059
202,404,413.49221831131,406.407650149178,405.84339840158,405.851303595771,405.813378690294,405.750624639993
203,406,409.070619191467,407.887958673417,407.324411003835,407.443894944467,407.422325223196,407.388518517575
204,408,409.351749420995,408.281225767765,408.883146355403,409.013375346,409.018951046444,409.000657513726
205,410,415.152463355248,411.520411297426,410.825283369451,410.636686168546,410.614689656975,410.598723938208
206,412,414.614063240554,411.95573063248,412.33559684154,412.202229968968,412.194110032141,412.190568701058
207,414,404.585142290446,412.7570544954,413.768065958295,413.776115408742,413.770796633087,413.789002787925
208,416,414.376623271962,416.966952570491,415.476901249721,415.379222166328,415.356816285316,415.407780467829
209,418,416.539453656685,416.979844453799,416.802205004531,416.907246221932,416.956292030245,417.061109144701
210,420,414.679886231912,417.915242490705,418.341609082251,418.480701151092,418.611363831264,418.769542193406
211,422,438.821035946632,420.243072807745,420.104893658507,420.115512911607,420.350394805778,420.55185643075
212,424,415.2427065384,420.797537581098,421.521451758681,421.833016383048,422.187990395079,422.425988618715
213,426,421.161849498899,422.731559176515,423.349781345658,423.7877325761,424.153141373073,424.406006638833
214,428,420.879954509726,425.100046529196,425.211748281897,425.94933223034,426.246996294496,426.489585633982
215,430,418.257876685432,426.882859271711,427.499425549814,428.242391291431,428.475741601072,428.660981902597
216,432,430.077604824607,429.778151562635,430.485218355893,430.663303067891,430.816418171068,430.896309190687
217,434,431.259297700674,430.949011044379,433.472806661929,433.137685601056,433.196416797306,433.163517169627
218,436,451.300725144241,436.256813683161,436.156307086144,435.716730057638,435.550168686087,435.427800843039
219,438,435.509752574863,441.698087223657,438.467834193903,438.217752373022,437.835281411707,437.647429486407
220,440,429.357865871107,443.644677318766,440.670459077814,440.447722959765,440.023597225655,439.785199735122
221,442,458.0345729812,443.884549498699,443.265059477969,442.425595451803,442.096982008381,441.821586267792
222,444,456.346791468908,443.063549026025,445.006581757504,444.238180370773,444.013142104648,443.750551877805
223,446,443.703735490368,445.19652575001,446.095012463092,445.981513765526,445.780809912072,445.57390004449
224,448,432.938402960203,449.111213845468,447.317914106195,447.651379080139,447.451122525996,447.298008789685
225,450,445.55372183553,448.447469639902,448.844401518931,449.129850731505,449.052927956179,448.933042775723
226,452,450.440589642752,449.317102162778,450.671167957174,450.591427024991,450.598718578497,450.501399280915
227,454,456.760682539315,452.204988820486,452.35951628011,452.139911257237,452.092358442025,452.026218018154
228,456,453.388363542235,454.569961387848,453.61436103753,453.638233463082,453.542219910645,453.523222244398
229,458,462.434219129041,455.850914093727,455.237615811903,455.058714727004,454.99163764099,455.013051956669
230,460,463.918942094325,457.014964010562,456.934402088816,456.436992810216,456.454541072747,456.522713576947
231,462,449.493210931736,457.895127147405,457.80616954711,457.800409360478,457.930152109701,458.082389701914
232,464,454.520390776686,459.810253060514,458.787770366384,459.27577484392,459.48173594208,459.725865358923
233,466,458.588939060596,461.194606101168,460.319114539659,460.831751047295,461.166349920442,461.480266565465
234,468,462.921824497218,458.307361028544,461.903432131949,462.469188515911,463.010091316796,463.369883106015
235,470,466.794244933998,461.441167122765,463.941919421618,464.499320289737,465.046549509705,465.417625626726
236,472,472.124690413616,466.570323306654,466.129449235528,466.851012575538,467.272446086784,467.623540728657
237,474,443.708226585959,468.105187156591,468.396464369126,469.343182584696,469.681856856597,469.970009719158
238,476,471.429853591284,472.16453817509,472.017091963897,472.055616710841,472.264349754677,472.433053405495
239,478,490.424484063907,475.122961757885,475.249616366988,474.857050883471,474.923141655596,474.975085605902
240,480,469.332986010153,477.063712036356,477.764304603766,477.697626435982,477.591632853948,477.554511423124
241,482,491.337281626712,483.651754191941,480.890471014959,480.546638802472,480.251397121161,480.129069014146
242,484,487.503210013561,484.0688379444,483.551958630034,483.110863596173,482.840774912551,482.657007774253
243,486,485.709942362913,484.173140964102,486.013478103104,485.530450964002,485.328426807339,485.118917876464
244,488,489.82452167506,489.988352034942,488.339550934558,487.961532455183,487.703759993746,487.507822602149
245,490,474.349439858493,490.794951480611,489.966665519802,490.181261250575,489.959921075427,489.818053849674
246,492,491.154605201823,492.353598069374,492.186727941792,492.270614146988,492.156512371073,492.059149181639
247,494,510.039463506029,493.346221856534,494.781875042034,494.324958740831,494.313965933746,494.249558779403
248,496,496.983477746401,495.04155628865,496.428572582701,496.339766374235,496.423015853838,496.407823103364
249,498,498.413736134896,499.609274898329,498.177428904927,498.487002665697,498.528442236307,498.555120507262
250,500,492.658308873033,502.339170665796,500.393890260005,500.632625902713,500.661293991683,500.697127255432
251,502,501.691862699877,501.515234819615,502.443204368388,502.724881895824,502.811610261479,502.83337282226
252,504,506.323470126245,503.03694573619,504.997319560033,504.919245927857,504.991002902713,504.960843344337
253,506,510.263875574089,507.868827554924,507.206090600905,507.200576434622,507.150559608259,507.064477878323
254,508,504.271912582765,507.69142061521,509.427666993809,509.377172629401,509.267684901544,509.120399770907
255,510,507.635454162428,512.920362630166,511.78912080693,511.595514862875,511.315309508376,511.109966003742
256,512,532.23690886603,515.070672184436,514.146742452285,513.603899604524,513.253883974207,513.009991331369
257,514,491.416460295038,517.890205416122,515.63006362346,515.452502955707,515.052747239772,514.814109090927
258,516,538.294456804569,518.045411511459,517.9716000027,517.058254143645,516.738573891324,516.527222812846
259,518,521.375637006131,519.540297253677,519.056012751577,518.489267188674,518.291180196098,518.171689881799
260,520,530.000608195891,518.252075753151,520.146314059192,519.792619293575,519.779383925171,519.78428562772
261,522,505.358355250129,524.082175269889,520.667925309369,521.177959190267,521.259480954978,521.411109402405
262,524,518.099654357948,520.511251872307,521.806212122133,522.463758996294,522.826578991045,523.093381284848
263,526,523.219358362347,522.70278133774,523.270207186594,524.021325708033,524.542054195653,524.878006571718
264,528,532.227156912205,521.541484167363,525.327442900302,525.813182164359,526.440513662566,526.791147331435
265,530,513.297993021495,526.013419200808,526.972198644888,528.027940396112,528.514477068424,528.84312105549
266,532,536.716343264163,529.788262704904,529.958979733755,530.497593620932,530.783557204191,531.016141897213
267,534,521.871528003255,532.652725749107,532.689309253475,533.081835561962,533.171369243185,533.275570535146
268,536,536.661900484246,535.595465481987,536.171232931638,535.695703031273,535.623297023366,535.581220460705
269,538,544.523558886614,541.418719494372,539.093784695875,538.347319946664,538.037724883105,537.894756075356
270,540,543.270599671771,541.815087975781,541.359900773801,540.736009980991,540.358054661183,540.177479976506
271,542,552.826335042368,545.914949914507,543.624515185478,542.976676625627,542.580063141483,542.412659996051
272,544,554.06077110819,546.471281550466,545.533517052628,544.928935414287,544.709226370981,544.596617949646
273,546,539.490922634022,545.651075250389,546.679809974044,546.739902067479,546.762624512236,546.749137284404
274,548,550.57056157434,548.505026630841,548.373975765922,548.635894924056,548.817629380002,548.900720454731
275,550,540.556221935958,548.958478552039,549.837044452263,550.599845637759,550.911002698532,551.075494330536
276,552,538.782114786074,549.442769944284,551.770551268218,552.721106935451,553.105360226415,553.288809919663
277,554,563.248259334937,553.67424851893,554.631850769836,555.121044055353,555.419136853471,555.543296260675
278,556,556.000498490753,556.156430718894,557.372170181403,557.630289855339,557.803480272115,557.818818840418
279,558,557.450810853906,560.005829262149,560.382346136469,560.28943810947,560.202435494867,560.084914822341
280,560,569.111272656539,565.680171761717,563.479369813356,562.936338456872,562.544028899323,562.295009522977
281,562,567.945836974091,567.687262511809,565.938696365824,565.326298854562,564.746287438201,564.398621905215
282,564,567.502011738745,570.029710237499,568.451082231179,567.392532197021,566.773674571992,566.35937831871
283,566,578.50251228305,571.121935682497,570.298853700038,569.112260766647,568.576023130868,568.160673712605
284,568,577.297894585577,570.889534386205,571.361573553665,570.536853827495,570.144423529137,569.805651296101
285,570,572.397632570586,573.74313177638,571.835803578614,571.821999791877,571.528775166585,571.314892498935
286,572,565.096388968888,572.940229544162,572.420446123851,572.905878021601,572.811503252128,572.714334343017
287,574,567.484463582497,573.119210737103,573.451521239293,573.915141244755,574.058871983796,574.04076654864
288,576,587.921018705313,571.006872686451,574.934718116498,575.016760316698,575.310975858039,575.335108147024
289,578,561.881696113222,574.122208054157,576.038229839251,576.371628795826,576.569767480567,576.62928404412
290,580,579.755380633641,578.339461490592,577.363696262112,577.843841888321,577.86104857023,577.937765282896
291,582,562.511528231011,581.27191252664,579.072907057269,579.301580947198,579.204814717824,579.268737450825
292,584,594.204980144527,581.467713835652,581.319882932506,580.633541149573,580.588006446258,580.632395477992
293,586,594.617163023934,582.218494504187,582.725937771316,581.944845649238,581.970871923557,582.051238262086
294,588,588.011620834835,585.083686303204,583.655694651433,583.321504277911,583.3756771593,583.553265060067
